Date,Artist,Song,Weeks
8/8/1977,Andy Gibb,I Just Want To Be Your Everything,17
8/15/1977,The Emotions,Best Of My Love,11
8/22/1977,The Emotions,Best Of My Love,12
8/29/1977,The Emotions,Best Of My Love,13
9/5/1977,The Emotions,Best Of My Love,14
9/12/1977,Andy Gibb,I Just Want To Be Your Everything,22
9/19/1977,The Emotions,Best Of My Love,16
9/26/1977,Meco,Star Wars Theme/Cantina Band,9
10/3/1977,Meco,Star Wars Theme/Cantina Band,10
10/10/1977,Debby Boone,You Light Up My Life,7
10/17/1977,Debby Boone,You Light Up My Life,8
10/24/1977,Debby Boone,You Light Up My Life,9
10/31/1977,Debby Boone,You Light Up My Life,10
11/7/1977,Debby Boone,You Light Up My Life,11
11/14/1977,Debby Boone,You Light Up My Life,12
11/21/1977,Debby Boone,You Light Up My Life,13
11/28/1977,Debby Boone,You Light Up My Life,14
12/5/1977,Debby Boone,You Light Up My Life,15
12/12/1977,Debby Boone,You Light Up My Life,16
12/19/1977,Bee Gees,How Deep Is Your Love,14
12/26/1977,Bee Gees,How Deep Is Your Love,15
1/2/1978,Bee Gees,How Deep Is Your Love,16
1/9/1978,Player,Baby Come Back,16
1/16/1978,Player,Baby Come Back,17
1/23/1978,Player,Baby Come Back,18
1/30/1978,Bee Gees,Stayin' Alive,9
2/6/1978,Bee Gees,Stayin' Alive,10
2/13/1978,Bee Gees,Stayin' Alive,11
2/20/1978,Bee Gees,Stayin' Alive,12
2/27/1978,Andy Gibb,(Love Is) Thicker Than Water,18
3/6/1978,Andy Gibb,(Love Is) Thicker Than Water,19
3/13/1978,Bee Gees,Night Fever,7
3/20/1978,Bee Gees,Night Fever,8
3/27/1978,Bee Gees,Night Fever,9
4/3/1978,Bee Gees,Night Fever,10
4/10/1978,Bee Gees,Night Fever,11
4/17/1978,Bee Gees,Night Fever,12
4/24/1978,Bee Gees,Night Fever,13
5/1/1978,Bee Gees,Night Fever,14
5/8/1978,Yvonne Elliman,If I Can't Have You,16
5/15/1978,Wings,With A Little Luck,9
5/22/1978,Wings,With A Little Luck,10
5/29/1978,Johnny Mathis/Deniece Williams,"Too Much, Too Little, Too Late",10
6/5/1978,John Travolta & Olivia Newton-John,You're The One That I Want,11
6/12/1978,Andy Gibb,Shadow Dancing,10
6/19/1978,Andy Gibb,Shadow Dancing,11
6/26/1978,Andy Gibb,Shadow Dancing,12
7/3/1978,Andy Gibb,Shadow Dancing,13
7/10/1978,Andy Gibb,Shadow Dancing,14
7/17/1978,Andy Gibb,Shadow Dancing,15
7/24/1978,Andy Gibb,Shadow Dancing,16
7/31/1978,The Rolling Stones,Miss You,11
8/7/1978,Commodores,Three Times A Lady,9
8/14/1978,Commodores,Three Times A Lady,10
8/21/1978,Frankie Valli,Grease,14
8/28/1978,Frankie Valli,Grease,15
9/4/1978,A Taste Of Honey,Boogie Oogie Oogie,12
9/11/1978,A Taste Of Honey,Boogie Oogie Oogie,13
9/18/1978,A Taste Of Honey,Boogie Oogie Oogie,14
9/25/1978,Exile,Kiss You All Over,13
10/2/1978,Exile,Kiss You All Over,14
10/9/1978,Exile,Kiss You All Over,15
10/16/1978,Exile,Kiss You All Over,16
10/23/1978,Nick Gilder,Hot Child In The City,21
10/30/1978,Anne Murray,You Needed Me,17
11/6/1978,Donna Summer,MacArthur Park,10
11/13/1978,Donna Summer,MacArthur Park,11
11/20/1978,Donna Summer,MacArthur Park,12
11/27/1978,Barbra Streisand & Neil Diamond,You Don't Bring Me Flowers,6
12/4/1978,Chic,Le Freak,7
12/11/1978,Barbra Streisand & Neil Diamond,You Don't Bring Me Flowers,8
12/18/1978,Chic,Le Freak,9
12/25/1978,Chic,Le Freak,10
1/1/1979,Bee Gees,Too Much Heaven,8
1/8/1979,Bee Gees,Too Much Heaven,9
1/15/1979,Chic,Le Freak,13
1/22/1979,Chic,Le Freak,14
1/29/1979,Chic,Le Freak,15
2/5/1979,Rod Stewart,Da Ya Think I'm Sexy?,8
2/12/1979,Rod Stewart,Da Ya Think I'm Sexy?,9
2/19/1979,Rod Stewart,Da Ya Think I'm Sexy?,10
2/26/1979,Rod Stewart,Da Ya Think I'm Sexy?,11
3/5/1979,Gloria Gaynor,I Will Survive,13
3/12/1979,Gloria Gaynor,I Will Survive,14
3/19/1979,Bee Gees,Tragedy,7
3/26/1979,Bee Gees,Tragedy,8
4/2/1979,Gloria Gaynor,I Will Survive,17
4/9/1979,The Doobie Brothers,What A Fool Believes,13
4/16/1979,Amii Stewart,Knock On Wood,13
4/23/1979,Blondie,Heart Of Glass,11
4/30/1979,Peaches & Herb,Reunited,8
5/7/1979,Peaches & Herb,Reunited,9
5/14/1979,Peaches & Herb,Reunited,10
5/21/1979,Peaches & Herb,Reunited,11
5/28/1979,Donna Summer,Hot Stuff,7
6/4/1979,Bee Gees,Love You Inside Out,8
6/11/1979,Donna Summer,Hot Stuff,9
6/18/1979,Donna Summer,Hot Stuff,10
6/25/1979,Anita Ward,Ring My Bell,8
7/2/1979,Anita Ward,Ring My Bell,9
7/9/1979,Donna Summer,Bad Girls,8
7/16/1979,Donna Summer,Bad Girls,9
7/23/1979,Donna Summer,Bad Girls,10
7/30/1979,Donna Summer,Bad Girls,11
8/6/1979,Donna Summer,Bad Girls,12
8/13/1979,Chic,Good Times,10
8/20/1979,The Knack,My Sharona,10
8/27/1979,The Knack,My Sharona,11
9/3/1979,The Knack,My Sharona,12
9/10/1979,The Knack,My Sharona,13
9/17/1979,The Knack,My Sharona,14
9/24/1979,The Knack,My Sharona,15
10/1/1979,Robert John,Sad Eyes,21
10/8/1979,Michael Jackson,Don't Stop 'til You Get Enough,12
10/15/1979,Herb Alpert,Rise,13
10/22/1979,Herb Alpert,Rise,14
10/29/1979,M,Pop Muzik,13
11/5/1979,Eagles,Heartache Tonight,6
11/12/1979,Commodores,Still,8
11/19/1979,Barbra Streisand/Donna Summer,No More Tears (Enough Is Enough),6
11/26/1979,Barbra Streisand/Donna Summer,No More Tears (Enough Is Enough),7
12/3/1979,Styx,Babe,10
12/10/1979,Styx,Babe,11
12/17/1979,Rupert Holmes,Escape (The Pina Colada Song),10
12/24/1979,Rupert Holmes,Escape (The Pina Colada Song),11
12/31/1979,KC And The Sunshine Band,Please Don't Go,20
1/7/1980,Rupert Holmes,Escape (The Pina Colada Song),13
1/14/1980,Michael Jackson,Rock With You,12
1/21/1980,Michael Jackson,Rock With You,13
1/28/1980,Michael Jackson,Rock With You,14
2/4/1980,Michael Jackson,Rock With You,15
2/11/1980,Captain & Tennille,Do That To Me One More Time,18
2/18/1980,Queen,Crazy Little Thing Called Love,10
2/25/1980,Queen,Crazy Little Thing Called Love,11
3/3/1980,Queen,Crazy Little Thing Called Love,12
3/10/1980,Queen,Crazy Little Thing Called Love,13
3/17/1980,Pink Floyd,Another Brick In The Wall (Part II),10
3/24/1980,Pink Floyd,Another Brick In The Wall (Part II),11
3/31/1980,Pink Floyd,Another Brick In The Wall (Part II),12
4/7/1980,Pink Floyd,Another Brick In The Wall (Part II),13
4/14/1980,Blondie,Call Me,10
4/21/1980,Blondie,Call Me,11
4/28/1980,Blondie,Call Me,12
5/5/1980,Blondie,Call Me,13
5/12/1980,Blondie,Call Me,14
5/19/1980,Blondie,Call Me,15
5/26/1980,"Lipps, Inc.",Funkytown,10
6/2/1980,"Lipps, Inc.",Funkytown,11
6/9/1980,"Lipps, Inc.",Funkytown,12
6/16/1980,"Lipps, Inc.",Funkytown,13
6/23/1980,Paul McCartney And Wings,Coming Up (Live At Glasgow),10
6/30/1980,Paul McCartney And Wings,Coming Up (Live At Glasgow),11
7/7/1980,Paul McCartney And Wings,Coming Up (Live At Glasgow),12
7/14/1980,Billy Joel,It's Still Rock And Roll To Me,9
7/21/1980,Billy Joel,It's Still Rock And Roll To Me,10
7/28/1980,Olivia Newton-John,Magic,11
8/4/1980,Olivia Newton-John,Magic,12
8/11/1980,Olivia Newton-John,Magic,13
8/18/1980,Olivia Newton-John,Magic,14
8/25/1980,Christopher Cross,Sailing,12
9/1/1980,Diana Ross,Upside Down,9
9/8/1980,Diana Ross,Upside Down,10
9/15/1980,Diana Ross,Upside Down,11
9/22/1980,Diana Ross,Upside Down,12
9/29/1980,Queen,Another One Bites The Dust,8
10/6/1980,Queen,Another One Bites The Dust,9
10/13/1980,Queen,Another One Bites The Dust,10
10/20/1980,Barbra Streisand,Woman In Love,8
10/27/1980,Barbra Streisand,Woman In Love,9
11/3/1980,Barbra Streisand,Woman In Love,10
11/10/1980,Kenny Rogers,Lady,7
11/17/1980,Kenny Rogers,Lady,8
11/24/1980,Kenny Rogers,Lady,9
12/1/1980,Kenny Rogers,Lady,10
12/8/1980,Kenny Rogers,Lady,11
12/15/1980,Kenny Rogers,Lady,12
12/22/1980,John Lennon,(Just Like) Starting Over,9
12/29/1980,John Lennon,(Just Like) Starting Over,10
1/5/1981,John Lennon,(Just Like) Starting Over,11
1/12/1981,John Lennon,(Just Like) Starting Over,12
1/19/1981,John Lennon,(Just Like) Starting Over,13
1/26/1981,Blondie,The Tide Is High,12
2/2/1981,Kool & The Gang,Celebration,16
2/9/1981,Kool & The Gang,Celebration,17
2/16/1981,Dolly Parton,9 To 5,13
2/23/1981,Eddie Rabbitt,I Love A Rainy Night,17
3/2/1981,Eddie Rabbitt,I Love A Rainy Night,18
3/9/1981,Dolly Parton,9 To 5,16
3/16/1981,REO Speedwagon,Keep On Loving You,17
3/23/1981,Blondie,Rapture,9
3/30/1981,Blondie,Rapture,10
4/6/1981,Daryl Hall John Oates,Kiss On My List,12
4/13/1981,Daryl Hall John Oates,Kiss On My List,13
4/20/1981,Daryl Hall John Oates,Kiss On My List,14
4/27/1981,Sheena Easton,Morning Train (Nine To Five),12
5/4/1981,Sheena Easton,Morning Train (Nine To Five),13
5/11/1981,Kim Carnes,Bette Davis Eyes,8
5/18/1981,Kim Carnes,Bette Davis Eyes,9
5/25/1981,Kim Carnes,Bette Davis Eyes,10
6/1/1981,Kim Carnes,Bette Davis Eyes,11
6/8/1981,Kim Carnes,Bette Davis Eyes,12
6/15/1981,Stars On 45,Medley,11
6/22/1981,Kim Carnes,Bette Davis Eyes,14
6/29/1981,Kim Carnes,Bette Davis Eyes,15
7/6/1981,Kim Carnes,Bette Davis Eyes,16
7/13/1981,Kim Carnes,Bette Davis Eyes,17
7/20/1981,Air Supply,The One That You Love,11
7/27/1981,Rick Springfield,Jessie's Girl,19
8/3/1981,Rick Springfield,Jessie's Girl,20
8/10/1981,Diana Ross & Lionel Richie,Endless Love,6
8/17/1981,Diana Ross & Lionel Richie,Endless Love,7
8/24/1981,Diana Ross & Lionel Richie,Endless Love,8
8/31/1981,Diana Ross & Lionel Richie,Endless Love,9
9/7/1981,Diana Ross & Lionel Richie,Endless Love,10
9/14/1981,Diana Ross & Lionel Richie,Endless Love,11
9/21/1981,Diana Ross & Lionel Richie,Endless Love,12
9/28/1981,Diana Ross & Lionel Richie,Endless Love,13
10/5/1981,Diana Ross & Lionel Richie,Endless Love,14
10/12/1981,Christopher Cross,Arthur's Theme (Best That You Can Do),10
10/19/1981,Christopher Cross,Arthur's Theme (Best That You Can Do),11
10/26/1981,Christopher Cross,Arthur's Theme (Best That You Can Do),12
11/2/1981,Daryl Hall John Oates,Private Eyes,11
11/9/1981,Daryl Hall John Oates,Private Eyes,12
11/16/1981,Olivia Newton-John,Physical,8
11/23/1981,Olivia Newton-John,Physical,9
11/30/1981,Olivia Newton-John,Physical,10
12/7/1981,Olivia Newton-John,Physical,11
12/14/1981,Olivia Newton-John,Physical,12
12/21/1981,Olivia Newton-John,Physical,13
12/28/1981,Olivia Newton-John,Physical,14
1/4/1982,Olivia Newton-John,Physical,15
1/11/1982,Olivia Newton-John,Physical,16
1/18/1982,Olivia Newton-John,Physical,17
1/25/1982,Daryl Hall John Oates,I Can't Go For That (No Can Do),12
2/1/1982,The J. Geils Band,Centerfold,14
2/8/1982,The J. Geils Band,Centerfold,15
2/15/1982,The J. Geils Band,Centerfold,16
2/22/1982,The J. Geils Band,Centerfold,17
3/1/1982,The J. Geils Band,Centerfold,18
3/8/1982,The J. Geils Band,Centerfold,19
3/15/1982,Joan Jett & the Blackhearts,I Love Rock 'N Roll,7
3/22/1982,Joan Jett & the Blackhearts,I Love Rock 'N Roll,8
3/29/1982,Joan Jett & the Blackhearts,I Love Rock 'N Roll,9
4/5/1982,Joan Jett & the Blackhearts,I Love Rock 'N Roll,10
4/12/1982,Joan Jett & the Blackhearts,I Love Rock 'N Roll,11
4/19/1982,Joan Jett & the Blackhearts,I Love Rock 'N Roll,12
4/26/1982,Joan Jett & the Blackhearts,I Love Rock 'N Roll,13
5/3/1982,Vangelis,Chariots Of Fire - Titles,22
5/10/1982,Paul McCartney And Stevie Wonder,Ebony And Ivory,6
5/17/1982,Paul McCartney And Stevie Wonder,Ebony And Ivory,7
5/24/1982,Paul McCartney And Stevie Wonder,Ebony And Ivory,8
5/31/1982,Paul McCartney And Stevie Wonder,Ebony And Ivory,9
6/7/1982,Paul McCartney And Stevie Wonder,Ebony And Ivory,10
6/14/1982,Paul McCartney And Stevie Wonder,Ebony And Ivory,11
6/21/1982,Paul McCartney And Stevie Wonder,Ebony And Ivory,12
6/28/1982,The Human League,Don't You Want Me,18
7/5/1982,The Human League,Don't You Want Me,19
7/12/1982,The Human League,Don't You Want Me,20
7/19/1982,Survivor,Eye Of The Tiger,8
7/26/1982,Survivor,Eye Of The Tiger,9
8/2/1982,Survivor,Eye Of The Tiger,10
8/9/1982,Survivor,Eye Of The Tiger,11
8/16/1982,Survivor,Eye Of The Tiger,12
8/23/1982,Survivor,Eye Of The Tiger,13
8/30/1982,The Steve Miller Band,Abracadabra,15
9/6/1982,Chicago,Hard To Say I'm Sorry,15
9/13/1982,Chicago,Hard To Say I'm Sorry,16
9/20/1982,The Steve Miller Band,Abracadabra,18
9/27/1982,John Cougar,Jack & Diane,11
10/4/1982,John Cougar,Jack & Diane,12
10/11/1982,John Cougar,Jack & Diane,13
10/18/1982,John Cougar,Jack & Diane,14
10/25/1982,Men At Work,Who Can It Be Now?,17
11/1/1982,Joe Cocker And Jennifer Warnes,Up Where We Belong,12
11/8/1982,Joe Cocker And Jennifer Warnes,Up Where We Belong,13
11/15/1982,Joe Cocker And Jennifer Warnes,Up Where We Belong,14
11/22/1982,Lionel Richie,Truly,8
11/29/1982,Lionel Richie,Truly,9
12/6/1982,Toni Basil,Mickey,15
12/13/1982,Daryl Hall John Oates,Maneater,10
12/20/1982,Daryl Hall John Oates,Maneater,11
12/27/1982,Daryl Hall John Oates,Maneater,12
1/3/1983,Daryl Hall John Oates,Maneater,13
1/10/1983,Men At Work,Down Under,11
1/17/1983,Men At Work,Down Under,12
1/24/1983,Men At Work,Down Under,13
1/31/1983,Toto,Africa,15
2/7/1983,Men At Work,Down Under,15
2/14/1983,Patti Austin A Duet With James Ingram,"Baby, Come To Me",23
2/21/1983,Patti Austin A Duet With James Ingram,"Baby, Come To Me",24
2/28/1983,Michael Jackson,Billie Jean,7
3/7/1983,Michael Jackson,Billie Jean,8
3/14/1983,Michael Jackson,Billie Jean,9
3/21/1983,Michael Jackson,Billie Jean,10
3/28/1983,Michael Jackson,Billie Jean,11
4/4/1983,Michael Jackson,Billie Jean,12
4/11/1983,Michael Jackson,Billie Jean,13
4/18/1983,Dexys Midnight Runners,Come On Eileen,14
4/25/1983,Michael Jackson,Beat It,10
5/2/1983,Michael Jackson,Beat It,11
5/9/1983,Michael Jackson,Beat It,12
5/16/1983,David Bowie,Let's Dance,9
5/23/1983,Irene Cara,Flashdance...What A Feeling,9
5/30/1983,Irene Cara,Flashdance...What A Feeling,10
6/6/1983,Irene Cara,Flashdance...What A Feeling,11
6/13/1983,Irene Cara,Flashdance...What A Feeling,12
6/20/1983,Irene Cara,Flashdance...What A Feeling,13
6/27/1983,Irene Cara,Flashdance...What A Feeling,14
7/4/1983,The Police,Every Breath You Take,6
7/11/1983,The Police,Every Breath You Take,7
7/18/1983,The Police,Every Breath You Take,8
7/25/1983,The Police,Every Breath You Take,9
8/1/1983,The Police,Every Breath You Take,10
8/8/1983,The Police,Every Breath You Take,11
8/15/1983,The Police,Every Breath You Take,12
8/22/1983,The Police,Every Breath You Take,13
8/29/1983,Eurythmics,Sweet Dreams (Are Made Of This),17
9/5/1983,Michael Sembello,Maniac,15
9/12/1983,Michael Sembello,Maniac,16
9/19/1983,Billy Joel,Tell Her About It,9
9/26/1983,Bonnie Tyler,Total Eclipse Of The Heart,12
10/3/1983,Bonnie Tyler,Total Eclipse Of The Heart,13
10/10/1983,Bonnie Tyler,Total Eclipse Of The Heart,14
10/17/1983,Bonnie Tyler,Total Eclipse Of The Heart,15
10/24/1983,Kenny Rogers Duet With Dolly Parton,Islands In The Stream,10
10/31/1983,Kenny Rogers Duet With Dolly Parton,Islands In The Stream,11
11/7/1983,Lionel Richie,All Night Long (All Night),9
11/14/1983,Lionel Richie,All Night Long (All Night),10
11/21/1983,Lionel Richie,All Night Long (All Night),11
11/28/1983,Lionel Richie,All Night Long (All Night),12
12/5/1983,Paul McCartney And Michael Jackson,Say Say Say,9
12/12/1983,Paul McCartney And Michael Jackson,Say Say Say,10
12/19/1983,Paul McCartney And Michael Jackson,Say Say Say,11
12/26/1983,Paul McCartney And Michael Jackson,Say Say Say,12
1/2/1984,Paul McCartney And Michael Jackson,Say Say Say,13
1/9/1984,Paul McCartney And Michael Jackson,Say Say Say,14
1/16/1984,Yes,Owner Of A Lonely Heart,12
1/23/1984,Yes,Owner Of A Lonely Heart,13
1/30/1984,Culture Club,Karma Chameleon,10
2/6/1984,Culture Club,Karma Chameleon,11
2/13/1984,Culture Club,Karma Chameleon,12
2/20/1984,Van Halen,Jump,7
2/27/1984,Van Halen,Jump,8
3/5/1984,Van Halen,Jump,9
3/12/1984,Van Halen,Jump,10
3/19/1984,Van Halen,Jump,11
3/26/1984,Kenny Loggins,Footloose,10
4/2/1984,Kenny Loggins,Footloose,11
4/9/1984,Kenny Loggins,Footloose,12
4/16/1984,Phil Collins,Against All Odds (Take A Look At Me Now),9
4/23/1984,Phil Collins,Against All Odds (Take A Look At Me Now),10
4/30/1984,Phil Collins,Against All Odds (Take A Look At Me Now),11
5/7/1984,Lionel Richie,Hello,12
5/14/1984,Lionel Richie,Hello,13
5/21/1984,Deniece Williams,Let's Hear It For The Boy,8
5/28/1984,Deniece Williams,Let's Hear It For The Boy,9
6/4/1984,Cyndi Lauper,Time After Time,9
6/11/1984,Cyndi Lauper,Time After Time,10
6/18/1984,Duran Duran,The Reflex,10
6/25/1984,Duran Duran,The Reflex,11
7/2/1984,Prince,When Doves Cry,6
7/9/1984,Prince,When Doves Cry,7
7/16/1984,Prince,When Doves Cry,8
7/23/1984,Prince,When Doves Cry,9
7/30/1984,Prince,When Doves Cry,10
8/6/1984,Ray Parker Jr.,Ghostbusters,9
8/13/1984,Ray Parker Jr.,Ghostbusters,10
8/20/1984,Ray Parker Jr.,Ghostbusters,11
8/27/1984,Tina Turner,What's Love Got To Do With It,16
9/3/1984,Tina Turner,What's Love Got To Do With It,17
9/10/1984,Tina Turner,What's Love Got To Do With It,18
9/17/1984,John Waite,Missing You,14
9/24/1984,Prince And The Revolution,Let's Go Crazy,9
10/1/1984,Prince And The Revolution,Let's Go Crazy,10
10/8/1984,Stevie Wonder,I Just Called To Say I Love You,9
10/15/1984,Stevie Wonder,I Just Called To Say I Love You,10
10/22/1984,Stevie Wonder,I Just Called To Say I Love You,11
10/29/1984,Billy Ocean,Caribbean Queen (No More Love On The Run),13
11/5/1984,Billy Ocean,Caribbean Queen (No More Love On The Run),14
11/12/1984,Wham!,Wake Me Up Before You Go-Go,11
11/19/1984,Wham!,Wake Me Up Before You Go-Go,12
11/26/1984,Wham!,Wake Me Up Before You Go-Go,13
12/3/1984,Daryl Hall John Oates,Out Of Touch,11
12/10/1984,Daryl Hall John Oates,Out Of Touch,12
12/17/1984,Madonna,Like A Virgin,6
12/24/1984,Madonna,Like A Virgin,7
12/31/1984,Madonna,Like A Virgin,8
1/7/1985,Madonna,Like A Virgin,9
1/14/1985,Madonna,Like A Virgin,10
1/21/1985,Madonna,Like A Virgin,11
1/28/1985,Foreigner,I Want To Know What Love Is,9
2/4/1985,Foreigner,I Want To Know What Love Is,10
2/11/1985,Wham! Featuring George Michael,Careless Whisper,9
2/18/1985,Wham! Featuring George Michael,Careless Whisper,10
2/25/1985,Wham! Featuring George Michael,Careless Whisper,11
3/4/1985,REO Speedwagon,Can't Fight This Feeling,8
3/11/1985,REO Speedwagon,Can't Fight This Feeling,9
3/18/1985,REO Speedwagon,Can't Fight This Feeling,10
3/25/1985,Phil Collins,One More Night,8
4/1/1985,Phil Collins,One More Night,9
4/8/1985,USA For Africa,We Are The World,4
4/15/1985,USA For Africa,We Are The World,5
4/22/1985,USA For Africa,We Are The World,6
4/29/1985,USA For Africa,We Are The World,7
5/6/1985,Madonna,Crazy For You,11
5/13/1985,Simple Minds,Don't You (Forget About Me),13
5/20/1985,Wham!,Everything She Wants,10
5/27/1985,Wham!,Everything She Wants,11
6/3/1985,Tears For Fears,Everybody Wants To Rule The World,13
6/10/1985,Tears For Fears,Everybody Wants To Rule The World,14
6/17/1985,Bryan Adams,Heaven,10
6/24/1985,Bryan Adams,Heaven,11
7/1/1985,Phil Collins,Sussudio,9
7/8/1985,Duran Duran,A View To A Kill,9
7/15/1985,Duran Duran,A View To A Kill,10
7/22/1985,Paul Young,Everytime You Go Away,12
7/29/1985,Tears For Fears,Shout,8
8/5/1985,Tears For Fears,Shout,9
8/12/1985,Tears For Fears,Shout,10
8/19/1985,Huey Lewis & The News,The Power Of Love,9
8/26/1985,Huey Lewis & The News,The Power Of Love,10
9/2/1985,John Parr,St. Elmo's Fire (Man In Motion),12
9/9/1985,John Parr,St. Elmo's Fire (Man In Motion),13
9/16/1985,Dire Straits,Money For Nothing,11
9/23/1985,Dire Straits,Money For Nothing,12
9/30/1985,Dire Straits,Money For Nothing,13
10/7/1985,Ready For The World,Oh Sheila,11
10/14/1985,a-ha,Take On Me,15
10/21/1985,Whitney Houston,Saving All My Love For You,11
10/28/1985,Stevie Wonder,Part-Time Lover,9
11/4/1985,Jan Hammer,Miami Vice Theme,10
11/11/1985,Starship,We Built This City,11
11/18/1985,Starship,We Built This City,12
11/25/1985,Phil Collins and Marilyn Martin,Separate Lives,9
12/2/1985,Mr. Mister,Broken Wings,12
12/9/1985,Mr. Mister,Broken Wings,13
12/16/1985,Lionel Richie,"Say You, Say Me",7
12/23/1985,Lionel Richie,"Say You, Say Me",8
12/30/1985,Lionel Richie,"Say You, Say Me",9
1/6/1986,Lionel Richie,"Say You, Say Me",10
1/13/1986,Dionne & Friends,That's What Friends Are For,11
1/20/1986,Dionne & Friends,That's What Friends Are For,12
1/27/1986,Dionne & Friends,That's What Friends Are For,13
2/3/1986,Dionne & Friends,That's What Friends Are For,14
2/10/1986,Whitney Houston,How Will I Know,11
2/17/1986,Whitney Houston,How Will I Know,12
2/24/1986,Mr. Mister,Kyrie,11
3/3/1986,Mr. Mister,Kyrie,12
3/10/1986,Starship,Sara,12
3/17/1986,Heart,These Dreams,10
3/24/1986,Falco,Rock Me Amadeus,8
3/31/1986,Falco,Rock Me Amadeus,9
4/7/1986,Falco,Rock Me Amadeus,10
4/14/1986,Prince And The Revolution,Kiss,9
4/21/1986,Prince And The Revolution,Kiss,10
4/28/1986,Robert Palmer,Addicted To Love,13
5/5/1986,Pet Shop Boys,West End Girls,11
5/12/1986,Whitney Houston,Greatest Love Of All,8
5/19/1986,Whitney Houston,Greatest Love Of All,9
